issue_key,rule,severity,file,line,created_at,age_days,ruff_overlap,complexity_overlap,scope
AZ_4lyIo4HbJenSxEGQG,typescript:S3358,MAJOR,src/panels/tarabalam.ts,2907,2026-07-21,47,,,mutable
AaBst7KM9MBxg5veotNt,typescript:S3358,MAJOR,src/panels/tarabalam.ts,2947,2026-09-04,2,,,mutable
AaBst7KM9MBxg5veotNu,typescript:S3358,MAJOR,src/panels/tarabalam.ts,2948,2026-09-04,2,,,mutable
AZ_4lyJK4HbJenSxEGQs,typescript:S6557,MAJOR,src/panels/today.ts,55,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQu,typescript:S3358,MAJOR,src/panels/today.ts,232,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQv,typescript:S8786,MAJOR,src/panels/today.ts,255,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQx,typescript:S3358,MAJOR,src/panels/today.ts,266,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQy,typescript:S4624,MAJOR,src/panels/today.ts,266,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQz,typescript:S4624,MAJOR,src/panels/today.ts,303,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ8,typescript:S8786,MAJOR,src/panels/today.ts,624,2026-07-18,50,,,mutable
AaBxbXVCX0yOWYZfu31-,typescript:S3358,MAJOR,src/scorer/election-assessors/karnavedha-daylight.ts,86,2026-09-05,1,,,mutable
AaBst7Db9MBxg5veotNL,typescript:S3358,MAJOR,src/scorer/election-assessors/primitives.ts,191,2026-09-04,2,,,mutable
AaBbSRXbjK1myYTdWYs7,typescript:S4782,MAJOR,src/scorer/election-chart-enrichment.ts,90,2026-08-31,6,,,mutable
AaBst7Ef9MBxg5veotNP,typescript:S3358,MAJOR,src/scorer/election-chart-enrichment.ts,555,2026-09-04,2,,,mutable
AaBst7Ef9MBxg5veotNQ,typescript:S3358,MAJOR,src/scorer/election-chart-enrichment.ts,558,2026-09-04,2,,,mutable
AaBst7Ef9MBxg5veotNR,typescript:S3358,MAJOR,src/scorer/election-chart-enrichment.ts,565,2026-09-04,2,,,mutable
AaBst7Ef9MBxg5veotNS,typescript:S3358,MAJOR,src/scorer/election-chart-enrichment.ts,583,2026-09-04,2,,,mutable
AaBbSRXbjK1myYTdWYtB,typescript:S3358,MAJOR,src/scorer/election-chart-enrichment.ts,584,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYst,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,210,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYsu,typescript:S4624,MAJOR,src/scorer/personal-election-screening.ts,210,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYsv,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,218,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYsw,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,222,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYsx,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,256,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYsy,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,264,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYs4,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,394,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYs5,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,396,2026-08-31,6,,,mutable
AaBbSRXDjK1myYTdWYs6,typescript:S3358,MAJOR,src/scorer/personal-election-screening.ts,398,2026-08-31,6,,,mutable
AZ_4lyC-4HbJenSxEGOW,python:S3457,MAJOR,telugu_panchangam/generators/ics.py,189,2026-06-10,88,E701=6;E731=2;F541=1;I001=1,_description=24,frozen-ics
AZ_4lx-B4HbJenSxEGNn,python:S107,MAJOR,telugu_panchangam/mcp/server.py,240,2026-06-21,77,,,mutable
AZ_4lyAO4HbJenSxEGNu,python:S107,MAJOR,telugu_panchangam/mcp/tools.py,1046,2026-06-21,77,,_validate_muhurta_inputs=18;tool_find_tarabalam_days=22,mutable
AZ_4lyBf4HbJenSxEGN2,python:S1172,MAJOR,telugu_panchangam/personal/muhurta.py,291,2026-06-22,76,I001=4,_day_skip_reason=29;_evaluate_slot=61;day_slots=17;night_slots=31,mutable
AaBbSRHtjK1myYTdWYsg,python:S1172,MAJOR,telugu_panchangam/personal/personal_election.py,58,2026-08-31,6,,,mutable
AaBbSRHtjK1myYTdWYsi,python:S3358,MAJOR,telugu_panchangam/personal/personal_election.py,104,2026-08-31,6,,,mutable
AaBbSRHtjK1myYTdWYsj,python:S3358,MAJOR,telugu_panchangam/personal/personal_election.py,109,2026-08-31,6,,,mutable
AaBbSRHtjK1myYTdWYsk,python:S3358,MAJOR,telugu_panchangam/personal/personal_election.py,132,2026-08-31,6,,,mutable
AaBbSRHtjK1myYTdWYsl,python:S3358,MAJOR,telugu_panchangam/personal/personal_election.py,146,2026-08-31,6,,,mutable
AaBbSRHtjK1myYTdWYsm,python:S3358,MAJOR,telugu_panchangam/personal/personal_election.py,157,2026-08-31,6,,,mutable
AZ_4lyD84HbJenSxEGOc,python:S9073,MAJOR,tests/test_ayanamsa.py,181,2026-06-17,81,,,mutable
AZ_4lyEG4HbJenSxEGOd,python:S9073,MAJOR,tests/test_bhadra_mukha_puchha.py,52,2026-07-22,46,,,mutable
AZ_4lyEi4HbJenSxEGOg,python:S9073,MAJOR,tests/test_bhumi_puja_profile.py,55,2026-07-21,47,,,mutable
AaBbSROXjK1myYTdWYso,python:S9073,MAJOR,tests/test_browser_smoke.py,996,2026-08-31,6,,_muhurta_planets=19;test_chart_aware_muhurta_built_browser_state_matrix=21,mutable
AaBbSROXjK1myYTdWYsp,python:S9073,MAJOR,tests/test_browser_smoke.py,1180,2026-08-31,6,,_muhurta_planets=19;test_chart_aware_muhurta_built_browser_state_matrix=21,mutable
AaBbSROXjK1myYTdWYsq,python:S9073,MAJOR,tests/test_browser_smoke.py,1190,2026-08-31,6,,_muhurta_planets=19;test_chart_aware_muhurta_built_browser_state_matrix=21,mutable
AaBbSROXjK1myYTdWYsr,python:S9073,MAJOR,tests/test_browser_smoke.py,3044,2026-09-01,5,,_muhurta_planets=19;test_chart_aware_muhurta_built_browser_state_matrix=21,mutable
AZ_4lyGM4HbJenSxEGOy,python:S9073,MAJOR,tests/test_drik_engine.py,118,2026-06-10,88,,,mutable
AZ_4lyHj4HbJenSxEGPA,python:S9073,MAJOR,tests/test_ghati.py,55,2026-06-17,81,,,mutable
AZ_4lyHj4HbJenSxEGPB,python:S9073,MAJOR,tests/test_ghati.py,67,2026-06-17,81,,,mutable
AZ_4lyHj4HbJenSxEGPC,python:S9073,MAJOR,tests/test_ghati.py,71,2026-06-17,81,,,mutable
AZ_4lyHj4HbJenSxEGPD,python:S9073,MAJOR,tests/test_ghati.py,75,2026-06-17,81,,,mutable
AaBst67H9MBxg5veotNJ,python:S9073,MAJOR,tests/test_gold_release_truth.py,23,2026-09-04,2,,,mutable
AaBst67H9MBxg5veotNK,python:S9073,MAJOR,tests/test_gold_release_truth.py,124,2026-09-04,2,,,mutable
AZ_4lyFb4HbJenSxEGOp,python:S9073,MAJOR,tests/test_graha_positions.py,95,2026-06-11,87,,,mutable
AZ_4lyFb4HbJenSxEGOq,python:S9073,MAJOR,tests/test_graha_positions.py,96,2026-06-11,87,,,mutable
AZ_4lyE-4HbJenSxEGOj,python:S5778,MAJOR,tests/test_graha_yuddha.py,87,2026-06-17,81,,,mutable
AZ_4lyEz4HbJenSxEGOh,python:S9073,MAJOR,tests/test_ics_generator.py,182,2026-06-11,87,,,mutable
AZ_4lyEz4HbJenSxEGOi,python:S9073,MAJOR,tests/test_ics_generator.py,184,2026-06-11,87,,,mutable
AZ_4lyFS4HbJenSxEGOl,python:S9073,MAJOR,tests/test_ingress.py,27,2026-06-17,81,,,mutable
AZ_4lyFS4HbJenSxEGOm,python:S5778,MAJOR,tests/test_ingress.py,52,2026-06-17,81,,,mutable
AZ_4lyFS4HbJenSxEGOn,python:S9073,MAJOR,tests/test_ingress.py,98,2026-06-17,81,,,mutable
AZ_4lyFS4HbJenSxEGOo,python:S9073,MAJOR,tests/test_ingress.py,99,2026-06-17,81,,,mutable
AZ_4lyHu4HbJenSxEGPE,python:S9073,MAJOR,tests/test_lagna_json_builder.py,22,2026-06-15,83,,,mutable
AZ_4lyFl4HbJenSxEGOr,python:S9073,MAJOR,tests/test_lagna_position.py,49,2026-06-15,83,,,mutable
AZ_4lyFI4HbJenSxEGOk,python:S5778,MAJOR,tests/test_maudhya_calendar.py,70,2026-06-17,81,,,mutable
AZ_4lyIF4HbJenSxEGPH,python:S9073,MAJOR,tests/test_mcp_tools.py,264,2026-06-16,82,,,mutable
AZ_4lyIF4HbJenSxEGPI,python:S9073,MAJOR,tests/test_mcp_tools.py,321,2026-06-16,82,,,mutable
AZ_4lyHa4HbJenSxEGOz,python:S9073,MAJOR,tests/test_muhurta_finder.py,58,2026-06-11,87,,,mutable
AZ_4lyHa4HbJenSxEGO0,python:S9073,MAJOR,tests/test_muhurta_finder.py,166,2026-06-13,85,,,mutable
AZ_4lyHa4HbJenSxEGO1,python:S5778,MAJOR,tests/test_muhurta_finder.py,183,2026-06-13,85,,,mutable
AZ_4lyHa4HbJenSxEGO2,python:S9073,MAJOR,tests/test_muhurta_finder.py,707,2026-06-14,84,,,mutable
AZ_4lyHa4HbJenSxEGO3,python:S9073,MAJOR,tests/test_muhurta_finder.py,715,2026-06-14,84,,,mutable
AZ_4lyHa4HbJenSxEGO4,python:S9073,MAJOR,tests/test_muhurta_finder.py,723,2026-06-14,84,,,mutable
AZ_4lyHa4HbJenSxEGO5,python:S9073,MAJOR,tests/test_muhurta_finder.py,748,2026-06-14,84,,,mutable
AZ_4lyHa4HbJenSxEGO6,python:S9073,MAJOR,tests/test_muhurta_finder.py,749,2026-06-14,84,,,mutable
AZ_4lyHa4HbJenSxEGO7,python:S9073,MAJOR,tests/test_muhurta_finder.py,885,2026-06-22,76,,,mutable
AZ_4lyHa4HbJenSxEGO8,python:S9073,MAJOR,tests/test_muhurta_finder.py,906,2026-06-22,76,,,mutable
AZ_4lyHa4HbJenSxEGO9,python:S9073,MAJOR,tests/test_muhurta_finder.py,942,2026-06-22,76,,,mutable
AZ_4lyHa4HbJenSxEGO-,python:S5778,MAJOR,tests/test_muhurta_finder.py,969,2026-06-13,85,,,mutable
AZ_4lyHa4HbJenSxEGO_,python:S5778,MAJOR,tests/test_muhurta_finder.py,974,2026-06-13,85,,,mutable
AZ_4lyH54HbJenSxEGPF,python:S9073,MAJOR,tests/test_named_muhurtas.py,32,2026-07-21,47,,,mutable
AZ_4lyH54HbJenSxEGPG,python:S9073,MAJOR,tests/test_named_muhurtas.py,97,2026-07-21,47,,,mutable
AZ_4lyF54HbJenSxEGOu,python:S9073,MAJOR,tests/test_phalalu.py,21,2026-06-11,87,,,mutable
AZ_4lyF54HbJenSxEGOv,python:S9073,MAJOR,tests/test_phalalu.py,40,2026-06-11,87,,,mutable
AZ_4lyFw4HbJenSxEGOs,python:S9073,MAJOR,tests/test_provenance.py,35,2026-07-21,47,,,mutable
AZ_4lyFw4HbJenSxEGOt,python:S9073,MAJOR,tests/test_provenance.py,45,2026-07-21,47,,,mutable
AaBweELWy_01LXV_JFeb,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,142,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AaBweELWy_01LXV_JFec,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,152,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AaBweELWy_01LXV_JFed,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,184,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AaBweELWy_01LXV_JFee,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,221,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AaBweELWy_01LXV_JFef,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,371,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AaBweELWy_01LXV_JFeg,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,375,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AaBweELWy_01LXV_JFeh,python:S9073,MAJOR,tests/test_raman_artifact_identity_audit.py,379,2026-09-05,1,,_assert_non_overlapping_pointers=12,mutable
AZ_4lyEZ4HbJenSxEGOf,python:S9073,MAJOR,tests/test_tarabalam.py,59,2026-06-11,87,,,mutable
AZ_4lyEP4HbJenSxEGOe,python:S9073,MAJOR,tests/test_upanayana_profile.py,59,2026-07-21,47,,,mutable
AZ_4lyGD4HbJenSxEGOw,python:S9073,MAJOR,tests/test_vishaghati.py,50,2026-06-17,81,,,mutable
AZ_4lyGD4HbJenSxEGOx,python:S9073,MAJOR,tests/test_vishaghati.py,51,2026-06-17,81,,,mutable
AaBGVEfjI4aEr1GefQjE,python:S8786,MAJOR,tools/analyze_computation_architecture.py,26,2026-08-28,9,,_layer=14,mutable
AaBGVVeUScBCsefeJPv4,javascript:S8786,MAJOR,tools/check-docs-source.mjs,38,2026-08-27,10,,,mutable
AaBbSRiIjK1myYTdWYuY,python:S107,MAJOR,tools/export_muhurtam_rule_crosswalk.py,641,2026-08-31,6,,,mutable
AaBst7Oj9MBxg5veotNx,python:S3358,MAJOR,tools/export_muhurtam_rule_crosswalk.py,955,2026-09-04,2,,,mutable
AaBst7Oj9MBxg5veotNy,python:S3358,MAJOR,tools/export_muhurtam_rule_crosswalk.py,980,2026-09-04,2,,,mutable
AaBst7Oj9MBxg5veotNz,python:S3358,MAJOR,tools/export_muhurtam_rule_crosswalk.py,986,2026-09-04,2,,,mutable
AaBst7Oj9MBxg5veotN0,python:S3358,MAJOR,tools/export_muhurtam_rule_crosswalk.py,1001,2026-09-04,2,,,mutable
AaBGVc4faSYswXshXHlF,javascript:S4624,MAJOR,tools/generate-docs-computations.mjs,100,2026-08-28,9,,,mutable
AZ_4lyKF4HbJenSxEGRi,typescript:S6582,MINOR,src/lib/analytics.ts,12,2026-07-18,50,,,mutable
AaBl1kGDjPJUNGRAzVPo,typescript:S6582,MINOR,src/lib/birth-profile-api.ts,390,2026-09-02,4,,,mutable
AaBbSRa3jK1myYTdWYta,typescript:S6582,MINOR,src/lib/election-chart-api.ts,182,2026-08-31,6,,,mutable
AaBbSRa3jK1myYTdWYtc,typescript:S6582,MINOR,src/lib/election-chart-api.ts,381,2026-08-31,6,,,mutable
AaBbSRa3jK1myYTdWYtd,typescript:S7765,MINOR,src/lib/election-chart-api.ts,382,2026-08-31,6,,,mutable
AZ_4lyJ04HbJenSxEGRf,typescript:S7781,MINOR,src/lib/feed-loader.ts,10,2026-07-18,50,,,mutable
AZ_4lyJr4HbJenSxEGRd,typescript:S6594,MINOR,src/lib/format.ts,9,2026-07-18,50,,,mutable
AaBbSRYSjK1myYTdWYtL,typescript:S4323,MINOR,src/lib/guest-profile-store.ts,65,2026-08-31,6,,,mutable
AaBbSRYSjK1myYTdWYtP,typescript:S6582,MINOR,src/lib/guest-profile-store.ts,1261,2026-08-31,6,,,mutable
AZ_4lyJg4HbJenSxEGRY,typescript:S7781,MINOR,src/lib/ics.ts,5,2026-07-18,50,,,mutable
AZ_4lyJg4HbJenSxEGRZ,typescript:S7781,MINOR,src/lib/ics.ts,30,2026-07-18,50,,,mutable
AZ_4lyJg4HbJenSxEGRa,typescript:S7781,MINOR,src/lib/ics.ts,31,2026-07-18,50,,,mutable
AZ_4lyJg4HbJenSxEGRb,typescript:S7781,MINOR,src/lib/ics.ts,32,2026-07-18,50,,,mutable
AZ_4lyJg4HbJenSxEGRc,typescript:S7781,MINOR,src/lib/ics.ts,33,2026-07-18,50,,,mutable
AZ_4lyJ94HbJenSxEGRh,typescript:S6582,MINOR,src/lib/lagna-loader.ts,33,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRj,typescript:S7780,MINOR,src/lib/parse-description.ts,9,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRk,typescript:S7780,MINOR,src/lib/parse-description.ts,11,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRl,typescript:S7780,MINOR,src/lib/parse-description.ts,12,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRm,typescript:S7780,MINOR,src/lib/parse-description.ts,13,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRp,typescript:S6594,MINOR,src/lib/parse-description.ts,82,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRu,typescript:S6594,MINOR,src/lib/parse-description.ts,92,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRw,typescript:S6594,MINOR,src/lib/parse-description.ts,97,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGRz,typescript:S6594,MINOR,src/lib/parse-description.ts,103,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGR2,typescript:S6594,MINOR,src/lib/parse-description.ts,109,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGR4,typescript:S6594,MINOR,src/lib/parse-description.ts,114,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGR6,typescript:S6594,MINOR,src/lib/parse-description.ts,126,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGR7,typescript:S6594,MINOR,src/lib/parse-description.ts,131,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGR8,typescript:S6594,MINOR,src/lib/parse-description.ts,136,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGR-,typescript:S6594,MINOR,src/lib/parse-description.ts,140,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGSA,typescript:S6594,MINOR,src/lib/parse-description.ts,144,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGSC,typescript:S6594,MINOR,src/lib/parse-description.ts,149,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGSF,typescript:S6594,MINOR,src/lib/parse-description.ts,154,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGSI,typescript:S6594,MINOR,src/lib/parse-description.ts,159,2026-07-18,50,,,mutable
AZ_4lyKP4HbJenSxEGSL,typescript:S3626,MINOR,src/lib/parse-description.ts,161,2026-07-18,50,,,mutable
AaBbSRZzjK1myYTdWYtT,typescript:S6353,MINOR,src/lib/profile-selection.ts,106,2026-08-31,6,,,mutable
AaBbSRZzjK1myYTdWYtU,typescript:S6551,MINOR,src/lib/profile-selection.ts,173,2026-08-31,6,,,mutable
AaBbSRZzjK1myYTdWYtV,typescript:S6594,MINOR,src/lib/profile-selection.ts,192,2026-08-31,6,,,mutable
AaBbSRZzjK1myYTdWYtW,typescript:S6594,MINOR,src/lib/profile-selection.ts,211,2026-08-31,6,,,mutable
AZ_4lyJV4HbJenSxEGRT,typescript:S6582,MINOR,src/main.ts,176,2026-07-18,50,,,mutable
AZ_4lyJV4HbJenSxEGRU,typescript:S7755,MINOR,src/main.ts,183,2026-07-18,50,,,mutable
AaBbSRfKjK1myYTdWYuL,typescript:S7776,MINOR,src/main.ts,188,2026-06-20,78,,,mutable
AaB1lYbnX0yOWYZfKFd8,typescript:S1874,MINOR,src/main.ts,471,2026-09-05,1,,,mutable
AZ_4lyJV4HbJenSxEGRX,typescript:S6582,MINOR,src/main.ts,492,2026-07-18,50,,,mutable
AaB1lYZrX0yOWYZfKFd3,typescript:S2486,MINOR,src/panels/gochara.ts,262,2026-09-05,1,,,mutable
AZ_4lyI14HbJenSxEGQS,typescript:S6582,MINOR,src/panels/gochara.ts,316,2026-07-18,50,,,mutable
AaBbSRdajK1myYTdWYt2,typescript:S6606,MINOR,src/panels/gochara.ts,355,2026-08-31,6,,,mutable
AZ_4lyI14HbJenSxEGQT,typescript:S6594,MINOR,src/panels/gochara.ts,511,2026-07-18,50,,,mutable
AaB1lYZrX0yOWYZfKFd4,typescript:S6551,MINOR,src/panels/gochara.ts,534,2026-09-05,1,,,mutable
AaBbSRdajK1myYTdWYt7,typescript:S7778,MINOR,src/panels/gochara.ts,860,2026-08-31,6,,,mutable
AZ_4lyI14HbJenSxEGQk,typescript:S7778,MINOR,src/panels/gochara.ts,861,2026-07-18,50,,,mutable
AZ_4lyI14HbJenSxEGQl,typescript:S7778,MINOR,src/panels/gochara.ts,864,2026-07-18,50,,,mutable
AZ_4lyI14HbJenSxEGQm,typescript:S7778,MINOR,src/panels/gochara.ts,865,2026-07-18,50,,,mutable
AaBbSRd-jK1myYTdWYt9,typescript:S6582,MINOR,src/panels/profiles.ts,158,2026-08-31,6,,,mutable
AaBbSRd-jK1myYTdWYuG,typescript:S6582,MINOR,src/panels/profiles.ts,1804,2026-08-31,6,,,mutable
AaBbSRcyjK1myYTdWYtf,typescript:S4323,MINOR,src/panels/tarabalam.ts,287,2026-08-31,6,,,mutable
AaBbSRcyjK1myYTdWYti,typescript:S7778,MINOR,src/panels/tarabalam.ts,420,2026-08-31,6,,,mutable
AaB1lYYwX0yOWYZfKFdy,typescript:S2486,MINOR,src/panels/tarabalam.ts,1014,2026-09-05,1,,,mutable
AZ_4lyIo4HbJenSxEGPf,typescript:S6582,MINOR,src/panels/tarabalam.ts,1063,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPg,typescript:S6582,MINOR,src/panels/tarabalam.ts,1078,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPn,typescript:S6582,MINOR,src/panels/tarabalam.ts,1171,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPo,typescript:S6582,MINOR,src/panels/tarabalam.ts,1172,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPr,typescript:S7778,MINOR,src/panels/tarabalam.ts,1243,2026-07-21,47,,,mutable
AaBbSRcyjK1myYTdWYtl,typescript:S7778,MINOR,src/panels/tarabalam.ts,1244,2026-08-31,6,,,mutable
AZ_4lyIo4HbJenSxEGPt,typescript:S7778,MINOR,src/panels/tarabalam.ts,1245,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPu,typescript:S7778,MINOR,src/panels/tarabalam.ts,1246,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPv,typescript:S7778,MINOR,src/panels/tarabalam.ts,1249,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPw,typescript:S7778,MINOR,src/panels/tarabalam.ts,1250,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPy,typescript:S6582,MINOR,src/panels/tarabalam.ts,1473,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGPz,typescript:S6582,MINOR,src/panels/tarabalam.ts,1479,2026-07-18,50,,,mutable
AaB1lYYwX0yOWYZfKFdz,typescript:S6594,MINOR,src/panels/tarabalam.ts,1843,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGP2,typescript:S7780,MINOR,src/panels/tarabalam.ts,1843,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGP5,typescript:S6582,MINOR,src/panels/tarabalam.ts,2104,2026-07-18,50,,,mutable
AaB1lYYwX0yOWYZfKFd0,typescript:S6582,MINOR,src/panels/tarabalam.ts,2171,2026-07-18,50,,,mutable
AaB1lYYwX0yOWYZfKFd1,typescript:S2486,MINOR,src/panels/tarabalam.ts,2374,2026-09-05,1,,,mutable
AZ_4lyIo4HbJenSxEGP8,typescript:S6582,MINOR,src/panels/tarabalam.ts,2694,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGP9,typescript:S6582,MINOR,src/panels/tarabalam.ts,2702,2026-07-22,46,,,mutable
AZ_4lyIo4HbJenSxEGQH,typescript:S6582,MINOR,src/panels/tarabalam.ts,2984,2026-07-18,50,,,mutable
AaBbSRcyjK1myYTdWYt0,typescript:S7778,MINOR,src/panels/tarabalam.ts,2989,2026-08-31,6,,,mutable
AaBst7KM9MBxg5veotNw,typescript:S7778,MINOR,src/panels/tarabalam.ts,3037,2026-08-31,6,,,mutable
AZ_4lyIo4HbJenSxEGQL,typescript:S7778,MINOR,src/panels/tarabalam.ts,3057,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGQM,typescript:S7778,MINOR,src/panels/tarabalam.ts,3058,2026-07-18,50,,,mutable
AZ_4lyIo4HbJenSxEGQN,typescript:S7741,MINOR,src/panels/tarabalam.ts,3073,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQr,typescript:S6582,MINOR,src/panels/today.ts,36,2026-07-18,50,,,mutable
AaB1lYa7X0yOWYZfKFd6,typescript:S6594,MINOR,src/panels/today.ts,256,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQw,typescript:S7780,MINOR,src/panels/today.ts,256,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ0,typescript:S6582,MINOR,src/panels/today.ts,329,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ1,typescript:S6582,MINOR,src/panels/today.ts,344,2026-07-18,50,,,mutable
AaBbSRejjK1myYTdWYuJ,typescript:S6582,MINOR,src/panels/today.ts,407,2026-08-31,6,,,mutable
AZ_4lyJK4HbJenSxEGQ5,typescript:S7778,MINOR,src/panels/today.ts,607,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ6,typescript:S7778,MINOR,src/panels/today.ts,608,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ7,typescript:S7778,MINOR,src/panels/today.ts,612,2026-07-18,50,,,mutable
AaB1lYa7X0yOWYZfKFd7,typescript:S6594,MINOR,src/panels/today.ts,625,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ9,typescript:S7780,MINOR,src/panels/today.ts,625,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ-,typescript:S7778,MINOR,src/panels/today.ts,635,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGQ_,typescript:S7778,MINOR,src/panels/today.ts,643,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGRA,typescript:S7778,MINOR,src/panels/today.ts,650,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGRB,typescript:S7778,MINOR,src/panels/today.ts,651,2026-07-18,50,,,mutable
AZ_4lyJK4HbJenSxEGRC,typescript:S6582,MINOR,src/panels/today.ts,657,2026-07-18,50,,,mutable
AaBbSRXDjK1myYTdWYs3,typescript:S7755,MINOR,src/scorer/personal-election-screening.ts,389,2026-08-31,6,,,mutable
AZ_4lyKZ4HbJenSxEGSM,typescript:S7747,MINOR,src/selection-store.ts,50,2026-07-18,50,,,mutable
AZ_4lyCz4HbJenSxEGOR,python:S1481,MINOR,telugu_panchangam/engines/utils.py,143,2026-06-10,88,E402=1;I001=2,,frozen-engine
AZ_4lyCz4HbJenSxEGOS,python:S1481,MINOR,telugu_panchangam/engines/utils.py,151,2026-06-10,88,E402=1;I001=2,,frozen-engine
AZ_4lyCz4HbJenSxEGOT,python:S1481,MINOR,telugu_panchangam/engines/utils.py,159,2026-06-10,88,E402=1;I001=2,,frozen-engine
AZ_4lyCz4HbJenSxEGOU,python:S1481,MINOR,telugu_panchangam/engines/utils.py,167,2026-06-10,88,E402=1;I001=2,,frozen-engine
AaBGUF4rjTP_QyJe4ROg,python:S5713,MINOR,tools/check_computation_inventory.py,170,2026-08-27,10,,,mutable
AaBGUF4rjTP_QyJe4ROh,python:S5713,MINOR,tools/check_computation_inventory.py,194,2026-08-27,10,,,mutable
AaB1lYgnX0yOWYZfKFd-,python:S6353,MINOR,tools/verify_release_artifacts.py,42,2026-09-05,1,,,mutable
